,OOR_ID,Link,Agency,County,Officer,Phone,Email1,Email2,website,address,type,subtype,county,municipality,school_district,filepath
2978,3095.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3095,Midland Borough School District,Beaver,,724-643-8650,kelley.schulte@midlandpa.org,,http://www.midlandpa.org,"173 7th St , Midland, PA 15059",Local,School District,Beaver,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3095_Midland_Borough_School_District.pdf
2979,3097.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3097,New Brighton Area School District,Beaver,Karen Mooney,724-843-1795,kmooney@nbasd.org,,http://www.nbasd.org/,"3225 43rd Street , New Brighton, PA 15066",Local,School District,Beaver,New Brighton Boro,New Brighton Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3097_New_Brighton_Area_School_District.pdf
2981,3099.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3099,Riverside Beaver County School District,Beaver,Devin Walsh,724-758-7512,dwalsh@rbcsd.com,,http://www.riverside.k12.pa.us,"318 Country Club Drive , Ellwood City, PA 16117",Local,School District,Beaver,North Sewickley Township,Riverside Beaver County SD,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3099_Riverside_Beaver_County_School_District.pdf
2982,3100.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3100,Rochester Area School District,Beaver,Jane Bovalino,724-775-7500,bovalinoj@rasd.org,,http://www.rasd.org,"540 Reno Street , Rochester, PA 15074",Local,School District,Beaver,Rochester Boro,Rochester Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3100_Rochester_Area_School_District.pdf
2983,3101.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3101,South Side Area School District,Beaver,Alan R Fritz,724-573-9581,AFRITZ@SSSD.K12.PA.US,bdawson@sssd.k12.pa.us,http://www.sssd.k12.pa.us/,"4949 State Route 151 , Hookstown, PA 15050",Local,School District,Beaver,Greene Twp,South Side Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3101_South_Side_Area_School_District.pdf
2984,3102.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3102,Western Beaver County School District,Beaver,Dr. Robert Postupac,724-643-9310,rob.postupac@westernbeaver.org,,http://www.westernbeaver.org,"343 Ridgemont Dr , Midland, PA 15059",Local,School District,Beaver,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3102_Western_Beaver_County_School_District.pdf
2985,3103.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3103,Bedford Area School District,Bedford,Dr. Paul Ruhlman,814-623-4260,ruhlmanp@bedfordasd.org,,https://www.bedfordasd.org/open-records,"330 East John Street , Bedford, PA 15522",Local,School District,Bedford,,Bedford Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3103_Bedford_Area_School_District.pdf
2987,3105.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3105,Chestnut Ridge School District,Bedford,Dennis Shaffer,814-839-4195,dshaffer@crlions.org,,http://www.crsd.k12.pa.us/,"3281 Valley Road , Fishertown, PA 15539",Local,School District,Bedford,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3105_Chestnut_Ridge_School_District.pdf
2988,3106.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3106,Everett Area School District,Bedford,James P. Hollis,814-652-9114,jhollis@everettasd.org,,http://www.everettasd.org,"427 East South Street , Everett, PA 15537",Local,School District,Bedford,Everett Boro,Everett Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3106_Everett_Area_School_District.pdf
2989,3107.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3107,Northern Bedford County School District,Bedford,Todd Beaty,814-766-4700,tbeatty@nbcsd.org,,http://www.nbcsd.org,"152 NBC Drive , Loysburg, PA 16659",Local,School District,Bedford,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3107_Northern_Bedford_County_School_District.pdf
2990,3108.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3108,Tussey Mountain School District,Bedford,Lisa Rankin,814-635-3670,lisarank@tmsd.net,,http://www.tmsd.net,"199 Front Street , Saxton, PA 16678",Local,School District,Bedford,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3108_Tussey_Mountain_School_District.pdf
2991,3109.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3109,Antietam School District,Berks,Heidi A Rochlin,610-779-0554,hrochlin@antietamsd.org,,http://www.antietamsd.org,"100 Antietam Road , Reading, PA 19606",Local,School District,Berks,Lower Alsace Twp,Antietam School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3109_Antietam_School_District.pdf
2993,3111.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3111,Boyertown Area School District,Berks,Marybeth Torchia,610-369-7548,openrecords@boyertownasd.org,,http://www.boyertownasd.org/,"911 Montgomery Avenue , Boyertown, PA 19512",Local,School District,Berks,Boyertown Boro,Boyertown Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3111_Boyertown_Area_School_District.pdf
2994,3112.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3112,Brandywine Heights Area School District,Berks,Andrew Potteiger,610-682-5100,RTK@bhasd.org,,http://www.bhasd.org,"200 W. Weis Street , Topton, PA 19562",Local,School District,Berks,Topton Boro,Brandywine Heights Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3112_Brandywine_Heights_Area_School_District.pdf
2995,3113.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3113,Conrad Weiser Area School District,Berks,,610-693-8545,r_grove@conradweiser.org,,http://www.conradweiser.org,"44 Big Spring Rd , Robesonia, PA 19551",Local,School District,Berks,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3113_Conrad_Weiser_Area_School_District.pdf
2996,3114.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3114,Daniel Boone Area School District,Berks,Brett A. Cooper Ed.D.,610-582-6140,Kathy.McNeely@dboone.org,brett.cooper@dboone.org,http://www.dboone.org,"2144 Weavertown Road , Douglassville, PA 19518",Local,School District,Berks,,Daniel Boone A S D,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3114_Daniel_Boone_Area_School_District.pdf
2997,3115.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3115,Exeter Township School District,Berks,Dr. Patrick T. Winters,610-779-0700,ptwinters@exetersd.org,,http://www.exeter.k12.pa.us,"200 Elm Street , Reading, PA 19606",Local,School District,Berks,Exeter Twp,Exeter Township School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3115_Exeter_Township_School_District.pdf
2998,3116.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3116,Fleetwood Area School District,Berks,Dr. Greg M. Miller,610-944-9598,gmiller@fleetwoodasd.org,,http://www.fleetwoodasd.k12.pa.us/,"801 N. Richmond Street , Fleetwood, PA 19522",Local,School District,Berks,Fleetwood Boro,Fleetwood Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3116_Fleetwood_Area_School_District.pdf
2999,3117.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3117,Governor Mifflin School District,Berks,Diane J Richards,610-775-1461,diane.richards@gmsd.org,,http://www.governormifflinsd.org,"10 South Waverly Street , Shillington, PA 19607",Local,School District,Berks,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3117_Governor_Mifflin_School_District.pdf
3000,3118.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3118,Hamburg Area School District,Berks,Michele Zimmerman,610-562-2241,miczim@hasdhawks.org,,http://www.hasdhawks.org/,"701 Windsor Street , Hamburg, PA 19526",Local,School District,Berks,Hamburg Boro,Hamburg Area,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3118_Hamburg_Area_School_District.pdf
3001,3119.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3119,Kutztown Area School District,Berks,Rikki DeVough,484-641-5521,rdevough@kasd.org,rdevough@kasd.org,http://www.kasd.org,"251 Long Lane Road , Kutztown, PA 19530",Local,School District,Berks,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3119_Kutztown_Area_School_District.pdf
3002,3120.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3120,Muhlenberg School District,Berks,"Alan S. Futrick, Ed.D.",610-921-8000,futricka@mail.muhlsdk12.org,,http://www.muhlsdk12.org,"801 Bellevue Avenue , Laureldale, PA 19605",Local,School District,Berks,Muhlenberg Twp,Muhlenberg School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3120_Muhlenberg_School_District.pdf
3003,3121.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3121,Oley Valley School District,Berks,Tracy S. Shank,610-987-4100,tshank@ovsdpa.org,,http://www.oleyvalleysd.org,"17 Jefferson Street , Oley, PA 19547",Local,School District,Berks,Oley,Oley Valley School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3121_Oley_Valley_School_District.pdf
3004,3122.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3122,Reading School District,Berks,"Jesse C. Leisawitz, Esq.",484-258-7000,righttoknow@readingsd.org,,http://www.readingsd.org,"800 Washington Street , Reading, PA 19601",Local,School District,Berks,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3122_Reading_School_District.pdf
3006,3125.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3125,Tulpehocken Area School District,Berks,Mimi Shade,717-933-4611,mshade@tulpehocken.org,,http://www.tulpehocken.org/,"27 Rehrersburg Road , Bethel, PA 19527",Local,School District,Berks,Tulpehocken Twp,Tulpehocken Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3125_Tulpehocken_Area_School_District.pdf
3007,3126.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3126,Twin Valley School District,Berks,Richard T. Henderson,610-286-8600,openrecords@tvsd.org,,http://www.tvsd.org,"4851 N. Twin Valley Road , Elverson, PA 19520",Local,School District,Berks,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3126_Twin_Valley_School_District.pdf
3008,3127.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3127,Wilson School District,Berks,Christine Schlosman,610-670-0180,recordsrequest@wilsonsd.org,,,"2601 Grandview Boulevard , West Lawn, PA 19609",Local,School District,Berks,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3127_Wilson_School_District.pdf
3009,3128.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3128,Wyomissing Area School District,Berks,Mark Boyer,610-374-0739,openrecordsofficer@wyoarea.org,,http://www.wyoarea.org,"630 Evans Avenue , Wyomissing, PA 19610",Local,School District,Berks,Wyomissing Boro,Wyoming Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3128_Wyomissing_Area_School_District.pdf
3010,3129.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3129,Altoona Area School District,Blair,Dr. Charles A. Prijatelj,814-946-8211,openrecords@aasdcat.com,,http://www.aasdcat.com/aasd,"1415 6th Avenue , Altoona, PA 16602",Local,School District,Blair,Altoona,Altoona Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3129_Altoona_Area_School_District.pdf
3011,3130.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3130,Bellwood-Antis School District,Blair,Dr. Thomas R. McInroy,814-742-2271,trmcinroy@blwd.k12.pa.us,,http://www.blwd.k12.pa.us,"300 Martin Street , Bellwood, PA 16617",Local,School District,Blair,Antis Township,Bellwood-Antis School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3130_Bellwood-Antis_School_District.pdf
3013,3132.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3132,Claysburg-Kimmel School District,Blair,Darren McLaurin,814-239-5141,dmclaurin@cksdbulldogs.com,,http://www.cksdbulldogs.com,"531 Bedford St , Claysburg, PA 16625",Local,School District,Blair,Greenfield Township,Claysburg-Kimmel S D,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3132_Claysburg-Kimmel_School_District.pdf
3015,3134.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3134,Hollidaysburg Area School District,Blair,"Robert J. Gildea, D.Ed.",814-695-8702,robert.gildea@hasd.tigers.com,,http://www.tigerwires.com,"405 Clark Street , Hollidaysburg, PA 16648",Local,School District,Blair,Hollidaysburg Boro,Hollidaysburg Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3134_Hollidaysburg_Area_School_District.pdf
3016,3135.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3135,Spring Cove School District,Blair,Kathy Hazenstab,814-224-3014,khazenstab@springcovesd.org,,https://www.springcovesd.org,"1100 East Main Street , Roaring Spring, PA 16673",Local,School District,Blair,Roaring Spring Boro,Spring Cove School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3135_Spring_Cove_School_District.pdf
3017,3136.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3136,Tyrone Area School District,Blair,Faith M. Swanson,814-684-0710,fmswanson@tyrone.k12.pa.us,,http://www.tyrone.k12.pa.us,"701 Clay Avenue , Tyrone, PA 16686",Local,School District,Blair,Tyrone Boro,Tyrone Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3136_Tyrone_Area_School_District.pdf
3018,3137.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3137,Williamsburg Community School District,Blair,Kalie Zabrosky,814-832-2125,kzabrosky@williamsburg.k12.pa.us,,http://www.williamsburg.k12.pa.us,"515 W 3rd Street , Williamsburg, PA 16693",Local,School District,Blair,Williamsburg Boro,Williamsburg Community School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3137_Williamsburg_Community_School_District.pdf
3019,3138.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3138,Athens Area School District,Bradford,Nancy Russell,570-888-7766,nrussell@mail.athensasd.k12.pa.us,,http://www.athensasd.k12.pa.us,"100 Canal Street , Athens, PA 18810-0129",Local,School District,Bradford,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3138_Athens_Area_School_District.pdf
3020,3139.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3139,Canton Area School District,Bradford,Mark Jannone,570-673-3191,casdrighttoknow@canton.k12.pa.us,,http://www.canton.k12.pa.us,"509 E. Main St. , Canton, PA 17724",Local,School District,Bradford,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3139_Canton_Area_School_District.pdf
3021,3140.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3140,Northeast Bradford School District,Bradford,Sharon A Goble,570-744-2521,sgoble@nebpanthers.com,,http://www.nebpanthers.com,"526 Panther Lane , Rome, PA 18837",Local,School District,Bradford,Orwell Twp,Northeast Bradford School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3140_Northeast_Bradford_School_District.pdf
3023,3142.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3142,Sayre Area School District,Bradford,,570-888-7615,bclaypool@sayresd.org,,http://www.sayresd.org,"333 West Lockhart Street , Sayre, PA 18840",Local,School District,Bradford,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3142_Sayre_Area_School_District.pdf
3024,3143.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3143,Towanda Area School District,Bradford,Cheryl Vaughn,570-265-9894,rtk@tsd.k12.pa.us,,http://www.tsd.k12.pa.us,"410 State Street , Towanda, PA 18848",Local,School District,Bradford,,,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3143_Towanda_Area_School_District.pdf
3025,3144.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3144,Troy Area School District,Bradford,Traci Gilliland,570-297-2750,tgilliland@troyareasd.org,,http://www.troyareasd.org,"68 Fenner Ave , Troy, PA 16947",Local,School District,Bradford,Troy,Troy Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3144_Troy_Area_School_District.pdf
3026,3145.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3145,Wyalusing Area School District,Bradford,Jason Bottiglieri,570-746-1600,jbottiglieri@wyalusingrams.com,,http://www.wyalusingrams.com,"11450 Wyalusing-New Albany Road , Wyalusing, PA 18853",Local,School District,Bradford,Wyalusing,Wyalusing Area School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3145_Wyalusing_Area_School_District.pdf
3027,3146.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3146,Bensalem Township School District,Bucks,"Samuel Lee, Ed.D, Superintendent",215-750-2800,sharder@bensalemsd.org,,http://www.bensalemsd.org,"3000 Donallen Dr , Bensalem, PA 19020",Local,School District,Bucks,Bensalem Township,Bensalem Township S D,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3146_Bensalem_Township_School_District.pdf
3028,3147.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3147,Bristol Borough School District,Bucks,Christopher McHugh,215-781-1011,cmchugh@bbsd.org,,http://www.bbsd.org,"1776 Farragut Avenue , Bristol, PA 19007",Local,School District,Bucks,Bristol,Bristol Borough School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3147_Bristol_Borough_School_District.pdf
3029,3148.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3148,Bristol Township School District,Bucks,,215-943-3200,josh.sweigard@bristoltwpsd.org,josh.sweigard@bristoltwpsd.org,http://www.btsd.us/,"6401 Mill Creek Road , Levittown, PA 19057",Local,School District,Bucks,Bristol Twp,Bristol Township School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3148_Bristol_Township_School_District.pdf
3032,3151.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3151,Centennial School District,Bucks,Christopher M. Berdnik,215-441-6000,berdch@centennialsd.org,,http://www.centennialsd.org,"433 Centennial Road , Warminster, PA 18974",Local,School District,Bucks,Warminster Twp,Centennial School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3151_Centennial_School_District.pdf
3034,3153.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=3153,Central Bucks School District,Bucks,Angela Linch,267-893-2000,ALINCH@CBSD.ORG,,http://www.cbsd.org,"20 Welden Drive , Doylestown, PA 18901",Local,School District,Bucks,Doylestown Boro,Central Bucks School District,c:\Users\myles\OneDrive\Floppy Disc Photos 2019\Documents\RTK-Project\SchoolRTK\RTK_3153_Central_Bucks_School_District.pdf
