OOR_ID,Link,Agency,County,Officer,Phone,Email1,Email2,website,address,type,subtype,county,municipality,school_district
92.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=92,Glenfield Borough,Allegheny,Connie Klauck,412-741-8566,glenfieldborough@gmail.com,,,"265 Dawson Avenue , Sewickley, PA 15143",Local,Borough,Allegheny,Glenfield Boro,QUAKER VALLEY S D
93.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=93,Green Tree Borough,Allegheny,Judith Miller,412-921-1110,righttoknow@greentreeboro.com,,http://www.greentreeboro.com,"10 West Manilla Avenue , Pittsburgh, PA 15220",Local,Borough,Allegheny,Green Tree Boro,KEYSTONE OAKS S D
94.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=94,Hampton Township,Allegheny,W. Christopher Lochner,412-486-0400,chris.lochner@hampton-pa.org,,,"3101 McCully Road , Allison Park, PA 15101",Local,Township,Allegheny,Hampton Twp,HAMPTON TOWNSHIP S D
95.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=95,Harmar Township,Allegheny,Jennifer Steiner,724-274-4550,jsteiner@harmartownship-pa.gov,,http://www.harmartownship-pa.gov,"701 Freeport Road , Cheswick, PA 15024",Local,Township,Allegheny,Harmar Twp,Allegheny Valley School District
96.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=96,Harrison Township,Allegheny,Amy Rockwell,724-226-1393,arockwell@harrisontwp-pa.gov,,http://harrisontwp.com,"P. O. BOX 376 , Natrona Heights, PA 15065",Local,Township,Allegheny,Harrison Twp,Highlands School District
97.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=97,Haysville Borough,Allegheny,Mary Beth Conlin,412-741-5038,haysvilleborough1@verizon.net,,,"24 River Road , Sewickley, PA 15143",Local,Borough,Allegheny,Haysville Boro,QUAKER VALLEY S D
98.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=98,Heidelberg Borough,Allegheny,Janice Adamski,412-276-0363,manager@heidelbergborough.org,,http://www.heidelbergborough.org,"1631 East Railroad Street , Heidelberg, PA 15106",Local,Borough,Allegheny,Heidelberg Boro,Chartiers Valley School District
99.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=99,Homestead Borough,Allegheny,Vanessa McCarthy-Johnson,412-461-1340,manager@homesteadborough.com,,http://www.homesteadborough.com,"221 East 7th Ave , Homestead, PA 15120",Local,Borough,Allegheny,Homestead Boro,STEEL VALLEY S D
100.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=100,Indiana Township,Allegheny,Daniel L. Anderson,412-767-5333,danderson@indianatownship.com,,,"3710 Saxonburg Boulevard , Pittsburgh, PA 15238",Local,Township,Allegheny,Indiana Twp,FOX CHAPEL AREA S D
101.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=101,Ingram Borough,Allegheny,Deborah A. Stecko,412-921-3625,dstecko@ingramborough.org,,,"40 West Prospect Avenue , Pittsburgh, PA 15205",Local,Borough,Allegheny,Ingram Boro,MONTOUR S D
102.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=102,Jefferson Hills Borough,Allegheny,John Stinner,412-655-7735,jstinner@jeffersonhills.net,,,"925 Old Clairton Road , Jefferson Hills, PA 15025",Local,Borough,Allegheny,Jefferson Hills Boro,West Jefferson Hills School District
103.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=103,Kennedy Township,Allegheny,Gerald G. Orsini,412-771-6680,jerryors@comcast.net,,http://www.kennedytwp.com,"340 Forest Grove Road , Coraopolis, PA 15108",Local,Township,Allegheny,Kennedy Twp,MONTOUR S D
104.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=104,Kilbuck Township,Allegheny,Andrew Wright,412-761-3945,wright@kilbucktownship.org,,http://www.kilbucktownship.org,"343 Eicher Road , Pittsburgh, PA 15237",Local,Township,Allegheny,Kilbuck Twp,Avonworth School District
105.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=105,Leet Township,Allegheny,Betsy Rengers,724-266-2280,betsyrengers@verizon.net,,http://www.leettownship.org,"198 Ambridge Avenue , Fair Oaks, PA 15003",Local,Township,Allegheny,Leet Twp,QUAKER VALLEY S D
106.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=106,Leetsdale Borough,Allegheny,Jennifer Simek,(724) 266-4820 X 10,simek@leetsdaleboro.net,,http://www.leetsdaleboro.net,"373 Beaver Street , Leetsdale, PA 15056",Local,Borough,Allegheny,Leetsdale Boro,QUAKER VALLEY S D
107.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=107,Lincoln Borough,Allegheny,Tammy Firda,412-751-2655,tammyfirda@comcast.net,,,"45 Abe's Way , Elizabeth, PA 15037",Local,Borough,Allegheny,Lincoln Boro,SOUTH ALLEGHENY S D
108.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=108,Marshall Township,Allegheny,Julie Bastianini,724-935-3090,jbastianini@twp.marshall.pa.us,jbastianini@twp.marshall.pa.us,http://twp.marshall.pa.us/,"Marshall Township , 525 Pleasant Hill Road , Wexford, PA 15090",Local,Township,Allegheny,Marshall Twp,NORTH ALLEGHENY S D
109.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=109,McCandless Town,Allegheny,John Bojarski,412-364-0616,jbojarski@townofmccandless.org,,http://www.townofmccandless.org/,"9955 Grubbs Road , Wexford, PA 15090",Local,Other,Allegheny,Mccandless Twp,North Allegheny School District
110.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=110,Mckees Rocks Borough,Allegheny,Ruth A. Pompey,(412) 331-2498 X 10,manager@mckeesrockspa.us,,,"340 Bell Avenue , McKees Rocks, PA 15136",Local,Borough,Allegheny,Mckees Rocks Boro,STO-ROX S D
111.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=111,Mckeesport City,Allegheny,"J. Jason Elash, Esq.",(412) 675-5020 X 605,jje@jelashesq.com,,,"500 Fifth Avenue , McKeesport, PA 15132",Local,City,Allegheny,Mckeesport City,MCKEESPORT AREA S D
112.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=112,Millvale Borough,Allegheny,Eddie Figas,412-821-2777,efigas@millvaleboro.com,,http://www.millvalepa.com,"501 Lincoln Avenue , Millvale, PA 15209",Local,Borough,Allegheny,Millvale Boro,SHALER AREA S D
113.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=113,Monroeville Municipality,Allegheny,Joe Sedlak,412-856-3306,sedlaj@monroeville.pa.us,,http://www.monroeville.pa.us,"2700 Monroeville Blvd , Monroeville, PA 15146",Local,Other,Allegheny,Monroe Boro,Gateway School District
114.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=114,Moon Township,Allegheny,Jeffrey Ziegler,412-262-1700,jziegler@moontwp.us,,http://www.moontwp.com,"1000 Beaver Grade Road , Moon Township, PA 15108",Local,Township,Allegheny,Moon Twp,Moon Area School District
115.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=115,Mount Oliver Borough,Allegheny,Kathy Lee Connolly,412-431-8107,kathy.connolly@mtoliver.com,,http://www.mtoliver.com/,"150 Brownsville Road , Mt. Oliver, PA 15210",Local,Borough,Allegheny,Mount Oliver Boro,PITTSBURGH S D
116.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=116,Mt. Lebanon Township,Allegheny,Bonnie Cross,412-344-3400,rtk@mtlebanon.org,,http://www.mtlebanon.org,"710 Washington Road , Pittsburgh, PA 15228",Local,Township,Allegheny,Mt Lebanon Twp,Mount Lebanon School District
117.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=117,Neville Township,Allegheny,Jeanne M. Creese,412-264-1977,jcreese@nevilletownship.us,,http://www.nevilletownship.us,"5050 Grand Avenue , Pittsburgh, PA 15225",Local,Township,Allegheny,Neville Twp,CORNELL S D
118.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=118,North Braddock Borough,Allegheny,,412-271-1306,,,,"600 Anderson Street , North Braddock, PA 15104",Local,Borough,Allegheny,North Braddock Boro,WOODLAND HILLS S D
119.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=119,North Fayette Township,Allegheny,Michael A. Baker,724-693-9601,rtk@north-fayette.com,bakerm@northfayettetwp.onmicrosoft.com,http://www.north-fayette.com,"400 North Branch Road , Oakdale, PA 15071",Local,Township,Allegheny,North Fayette Twp,WEST ALLEGHENY S D
120.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=120,North Versailles Township,Allegheny,Joseph Varhola,412-823-6602,jvarhola@nvtpa.com,,http://www.nvtpa.com,"1401 Greensburg Avenue , North Versailles, PA 15137",Local,Township,Allegheny,North Versailles Twp,EAST ALLEGHENY S D
121.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=121,Oakdale Borough,Allegheny,Laura,724-693-9740,secretary@oakdaleborough.com,rohbeck@oakdaleborough.com,http://www.oakdaleborough.com,"6115 Noblestown Road , Oakdale, PA 15071",Local,Borough,Allegheny,Oakdale Boro,WEST ALLEGHENY S D
122.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=122,Oakmont Borough,Allegheny,Scot E. Fodi,412-828-3232,boroughmanager@oakmontborough.com,,http://www.oakmontborough.com,"767 Fifth Street , Oakmont, PA 15139",Local,Borough,Allegheny,Oakmont Boro,Riverview School District
123.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=123,Ohara Township,Allegheny,"Julie A. Jakubec, CPA, CGMA",412-782-1400,JJakubec@ohara.pa.us,,http://ohara.pa.us,"325 Fox Chapel Road , Pitttsburgh, PA 15238",Local,Township,Allegheny,Ohara Twp,FOX CHAPEL AREA S D
124.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=124,Ohio Township,Allegheny,Amber Zwierzynski,412-364-6321,amberz@ohiotwp.org,,http://www.ohiotwp.org/,"1719 Roosevelt Road , Pittsburgh, PA 15237",Local,Township,Allegheny,Ohio Twp,AVONWORTH S D
125.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=125,Ohio Township Sanitary Authority,Allegheny,Amber Zwierzynski,412-364-6321,amberz@ohiotwp.org,,,"1719 Roosevelt Road , Pittsburgh, PA 15237",Local,Authority,Allegheny,Ohio Twp,
127.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=127,Penn Hills Township,Allegheny,Scott Andrejchak,412-342-1086,sandrejchak@pennhills.org,,,"102 Duff Rd , Penn Hills, PA 15235",Local,Township,Allegheny,Penn Hills Twp,Penn Hills School District
128.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=128,Pennsbury Village Borough,Allegheny,Irvin B. Foreman,412-279-7876,boropv@verizon.net,,,"1043 Pennsbury Boulevard , Pittsburgh, PA 15205",Local,Borough,Allegheny,Pennsbury Village Boro,MONTOUR S D
129.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=129,Pine Township,Allegheny,Scott Anderson,724-625-1591,sanderso@twp.pine.pa.us,lkurpakus@twp.pine.pa.us,http://www.twp.pine.pa.us,"230 Pearce Mill Road , Wexford, PA 15090",Local,Township,Allegheny,Pine Twp,PINE-RICHLAND S D
130.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=130,Pitcairn Borough,Allegheny,Annette Dietz,412-372-6500,manager@pitcairnborough.us,,,"582 Sixth Street , Pitcairn, PA 15235",Local,Borough,Allegheny,Pitcairn Boro,Gateway School District
131.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=131,Pittsburgh City,Allegheny,Celia Liss,412-255-2023,openrecords@pittsburghpa.gov,,http://pittsburghpa.gov/,"313 City-County Building , 414 Grant Street , Pittsburgh, PA 15219",Local,City,Allegheny,Pittsburgh City,Pittsburgh School District
132.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=132,Pleasant Hills Borough,Allegheny,Kelly J Theiss,412-655-5032,kelly.theiss@pleasanthillspa.com,,,"410 East Bruceton Road , Pittsburgh, PA 15236",Local,Borough,Allegheny,Pleasant Hills Boro,West Jefferson Hills SD
133.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=133,Port Vue Borough,Allegheny,Malisa Migliori,412-664-9323,mmmiglioriportvueboro@comcast.net,,,"1191 Romine Avenue , Port Vue, PA 15133",Local,Borough,Allegheny,Port Vue Boro,SOUTH ALLEGHENY S D
134.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=134,Rankin Borough,Allegheny,Shane Lanham,412-271-1027,rankinborough@yahoo.com,,,"320 Hawkins Avenue , Rankin, PA 15104",Local,Borough,Allegheny,Rankin Boro,WOODLAND HILLS S D
135.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=135,Reserve Township,Allegheny,Donna M. Kaib,412-322-1551,manager@reservetwp.com,,,"33 Lonsdale Street , Pittsburgh, PA 15212",Local,Township,Allegheny,Reserve Twp,SHALER AREA S D
136.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=136,Richland Township,Allegheny,Natalie Thiess,724-443-5921,nthiess@richland.pa.us,info@richland.pa.us,http://www.richland.pa.us,"4019 Dickey Road , Gibsonia, PA 15044",Local,Township,Allegheny,Richland Twp,Pine-Richland School District
137.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=137,Robinson Township,Allegheny,Frank Piccolino,412-788-8120,fpiccolino@townshipofrobinson.com,,https://townshipofrobinson.com/,"1000 Church Hill Road , Pittsburgh, PA 15205",Local,Township,Allegheny,Robinson Twp,Montour School District
138.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=138,Ross Township,Allegheny,Adam Ravenstahl,412-931-7055,aravenstahl@ross.pa.us,webinfo@ross.pa.us,http://www.ross.pa.us,"1000 Ross Municipal Drive , Pittsburgh, PA 15237",Local,Township,Allegheny,Ross Twp,North Hills School District
139.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=139,Rosslyn Farms Borough,Allegheny,Dorothy S Falk,412-279-8108,rosslynfarms.secretary@gmail.com,,,"200 Rosslyn Rd , Carnegie, PA 15106",Local,Borough,Allegheny,Rosslyn Farms Boro,CARLYNTON S D
140.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=140,Scott Township,Allegheny,Denise H. Fitzgerald,412-276-5300,dfitzgerald@scotttownship.com,,http://www.scott-twp.com,"301 Lindsay Road, 2nd Floor , Carnegie, PA 15106",Local,Township,Allegheny,Scott Twp,CHARTIERS VALLEY S D
141.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=141,Sewickley Borough,Allegheny,Erin Huber,412-741-4015,ehuber@sewickleyborough.org,,https://www.sewickleyborough.org,"601 Thorn Street , Sewickley, PA 15143",Local,Borough,Allegheny,Sewickley Boro,Quaker Valley School District
142.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=142,Sewickley Heights Borough,Allegheny,Nate Briggs,412-741-5119,nbriggs@sewickleyheightsboro.com,,http://www.sewickleyheightsboro.com,"238 Country Club Road , Sewickley, PA 15143",Local,Borough,Allegheny,Sewickley Heights Boro,Quaker Valley School District
143.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=143,Sewickley Hills Borough,Allegheny,Diana Steele,412-741-4891,sewickleyhillsborough@comcast.net,,,"349 Magee Road , Sewickley, PA 15143",Local,Borough,Allegheny,Sewickley Hills Boro,QUAKER VALLEY S D
144.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=144,Shaler Township,Allegheny,Christopher A Lovato,412-486-9700,clovato@shaler.org,,http://www.shaler.org/343/Public-Records-Request,"300 Wetzel Road , Glenshaw, PA 15116",Local,Township,Allegheny,Shaler Twp,Shaler Area School District
145.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=145,Sharpsburg Borough,Allegheny,William Rossey,412-781-0546,manager@sharpsburgborough.com,,http://www.sharpsburgborough.com,"1611 Main Street , Pittsburgh, PA 15215",Local,Borough,Allegheny,Sharpsburg Boro,FOX CHAPEL AREA S D
146.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=146,South Fayette Township,Allegheny,John M. Barrett,412-221-8700,jbarrett@sftwp.com,,http://www.southfayettepa.com,"515 Millers Run Road , Morgan, PA 15064",Local,First Class Township,Allegheny,South Fayette Twp,SOUTH FAYETTE TWP S D
147.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=147,South Park Township,Allegheny,Karen F. Fosbaugh,412-831-7000,southparktwp@southparktwp.com,,http://www.southparktwp.com,"2675 Brownsville Road , South Park, PA 15129",Local,Township,Allegheny,South Park Twp,SOUTH PARK S D
148.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=148,South Versailles Township,Allegheny,John Warabak,412-751-3751,,,,"113 Railroad Street , Coulter, PA 15028",Local,Township,Allegheny,South Versailles Twp,MCKEESPORT AREA S D
149.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=149,Springdale Borough,Allegheny,Mary Wygonik,724-274-6800,springdaleboro@hotmail.com,,,"325 School Street , Springdale, PA 15144",Local,Borough,Allegheny,Springdale Boro,ALLEGHENY VALLEY S D
150.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=150,Springdale Township,Allegheny,Township Secretary,724-274-4034,sprtwp@verizon.net,,http://www.springdaletownship.com,"P.O. Box 177 , Harwick, PA 15049",Local,Township,Allegheny,Springdale Twp,ALLEGHENY VALLEY S D
151.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=151,Stowe Township,Allegheny,Roberta L. Farls,412-331-4050,secretary@stowetwp.net,,http://stowetwp.net,"555 Broadway Avenue , McKees Rocks, PA 15136",Local,Township,Allegheny,Stowe Twp,Sto-Rox School District
152.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=152,Swissvale Borough,Allegheny,Diane M. Turley,412-271-7101,dturnley@swissvaleborough.com,,http://swissvaleborough.com,"7560 Roslyn Street , Swissvale, PA 15218",Local,Borough,Allegheny,Swissvale Boro,WOODLAND HILLS S D
153.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=153,Tarentum Borough,Allegheny,William Rossey,724-224-1818,manager@tarentumboro.com,,,"318 Second Avenue , Tarentum, PA 15084",Local,Borough,Allegheny,Tarentum Boro,HIGHLANDS S D
154.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=154,Thornburg Borough,Allegheny,Dorothy Falk,412-921-3713,thornburg.secretary@gmail.com,,http://www.thornburgborough.org,"545 Hamilton Rd. , Pittsburgh, PA 15205",Local,Borough,Allegheny,Thornburg Boro,MONTOUR S D
155.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=155,Trafford Borough,Allegheny,,412-372-7652,,,,"PO Box 196,  400 Duguesne Avenue , Trafford, PA 15085",Local,Borough,Allegheny,Trafford Boro,PENN-TRAFFORD S D
156.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=156,Turtle Creek Borough,Allegheny,,412-824-2500,,,,"125 Monroeville Avenue , Turtle Creek, PA 15145",Local,Borough,Allegheny,Turtle Creek Boro,WOODLAND HILLS S D
157.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=157,Upper St Clair Township,Allegheny,Matthew R. Serakowski,412-831-9000,uscmgr@twpusc.org,,http://www.twpusc.org,"1820 McLaughlin Run Road , Upper St. Clair, PA 15241",Local,Township,Allegheny,Upper St Clair Twp,UPPER ST CLAIR TWP S D
158.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=158,Versailles Borough,Allegheny,Lisa Fleckenstein,412-751-3922,boversa@aol.com,,,"5100 Walnut Street , McKeesport, PA 15132",Local,Borough,Allegheny,Versailles Boro,MCKEESPORT AREA S D
159.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=159,Wall Borough,Allegheny,Valentina Lachimia,412-824-3333,wallborough@yahoo.com,,http://wallborough.com,"413 Wall Avenue , Wall, PA 15148",Local,Borough,Allegheny,Wall Boro,EAST ALLEGHENY S D
160.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=160,West Deer Township,Allegheny,"Daniel J. Mator, Jr.",724-265-3680,dmator@westdeertownship.com,,http://www.westdeertownship.com/,"109 East Union Road , West Deer, PA 15044",Local,Second Class Township,Allegheny,West Deer Twp,DEER LAKES S D
161.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=161,West Elizabeth Borough,Allegheny,Robin Schmidt,412-384-8200,westelizabeth@comast.net,,,"P.O. Box 716 , West Elizabeth, PA 15088",Local,Borough,Allegheny,West Elizabeth Boro,WEST JEFFERSON HILLS S D
162.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=162,West Homestead Borough,Allegheny,Cindy L Bahn,412-461-1844,westhomesteadborough@gmail.com,,http://www.westhomesteadpa.com,"456 West Eighth Avenue , West Homestead, PA 15120",Local,Borough,Allegheny,West Homestead Boro,STEEL VALLEY S D
163.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=163,West Mifflin Borough,Allegheny,Brian Kamauf,412-466-8170,bkamauf@westmifflinborough.com,,http://www.westmifflinborough.com,"1020 Lebanon RD , West Mifflin, PA 15122",Local,Borough,Allegheny,West Mifflin Boro,WEST MIFFLIN AREA S D
164.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=164,West Mifflin Sanitary Sewer Municipal Authority,Allegheny,James P. Hannan,412-466-6070,hannanjp@wmssma.org,,,"1302 Lower Bull Run Road , West Mifflin, PA 15122",Local,Authority,Allegheny,West Mifflin Boro,West Mifflin Area School District
165.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=165,West View Borough,Allegheny,Bruce A Fromlak,(412) 931-2800 X 116,fromlak@wvboro.com,,,"441 Perry Highway , Pittsburgh, PA 15229",Local,Borough,Allegheny,West View Boro,NORTH HILLS S D
166.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=166,Whitaker Borough,Allegheny,Jean Warren,412-462-8940,whitaker@rdm-inc.com,,,"1500 Ardmore Blvd. , Suite 409 , Pittsburgh, PA 15221",Local,Borough,Allegheny,Whitaker Boro,WEST MIFFLIN AREA S D
167.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=167,White Oak Borough,Allegheny,John Palyo,412-672-9727,jpalyo@woboro.com,,http://www.woboro.com,"2280 Lincoln Way , White Oak, PA 15131",Local,Borough,Allegheny,White Oak Boro,MCKEESPORT AREA S D
168.0,https://www.openrecords.pa.gov/RTKL/AOROInfo.cfm?id=168,Whitehall Borough,Allegheny,James E. Leventry,412-884-0505,jleventry@whitehallboro.org,,http://whitehallboro.org,"100 Borough Park Drive , Pittsburgh, PA 15236",Local,Borough,Allegheny,Whitehall Boro,BALDWIN-WHITEHALL S D
